Rule ID,IF (Antecedents),THEN (Consequents),Support,Confidence,Confidence (%),Lift
1038,"Age_Age_18_22, Diabetes_No, Gender_Female",Temperature_Temp_Normal,0.1009,0.7789,77.89%,1.0007
1039,"Blood Pressure_BP_Normal, Gender_Female",Smoking_No,0.2328,0.7922,79.22%,1.0007
1040,Blood Type_O,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1377,0.5492,54.92%,1.0007
1041,"BMI_BMI_Overweight, Smoking_No",Heart Rate_HR_Normal,0.1155,0.7425,74.25%,1.0007
1042,"Blood Type_O, Smoking_No",Diabetes_No,0.1762,0.8917,89.17%,1.0007
1043,"Blood Type_O, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1304,0.8917,89.17%,1.0007
1044,Diabetes_No,Cholesterol_Chol_Normal,0.5499,0.617,61.7%,1.0007
1045,Cholesterol_Chol_Normal,Diabetes_No,0.5499,0.8917,89.17%,1.0007
1046,"Age_Age_18_22, Diabetes_No, Gender_Female",Smoking_No,0.1026,0.7922,79.22%,1.0007
1047,"Cholesterol_Chol_Borderline, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1404,0.5946,59.46%,1.0007
1048,Heart Rate_HR_Normal,Blood Pressure_BP_Normal,0.4412,0.5946,59.46%,1.0006
1049,Blood Pressure_BP_Normal,Heart Rate_HR_Normal,0.4412,0.7425,74.25%,1.0006
1050,Smoking_No,Heart Rate_HR_Normal,0.5878,0.7425,74.25%,1.0006
1051,Heart Rate_HR_Normal,Smoking_No,0.5878,0.7922,79.22%,1.0006
1052,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal",Smoking_No,0.191,0.7922,79.22%,1.0006
1053,"Gender_Female, Heart Rate_HR_Normal, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.1603,0.5502,55.02%,1.0006
1054,Gender_Female,Smoking_No,0.3925,0.7922,79.22%,1.0006
1055,"Age_Age_23_27, Heart Rate_HR_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1191,0.6935,69.35%,1.0006
1056,Gender_Female,"Blood Pressure_BP_Normal, Diabetes_No",0.2622,0.5293,52.93%,1.0006
1057,BMI_BMI_Normal,"Blood Pressure_BP_Normal, Diabetes_No",0.1758,0.5293,52.93%,1.0006
1058,"Age_Age_23_27, Gender_Male",Heart Rate_HR_Normal,0.1063,0.7425,74.25%,1.0006
1059,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Heart Rate_HR_Normal",Smoking_No,0.1538,0.7922,79.22%,1.0006
1060,"Height_Height_190_200, Temperature_Temp_Normal",Smoking_No,0.1216,0.7922,79.22%,1.0006
1061,"BMI_BMI_Normal, Cholesterol_Chol_Normal","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1051,0.5142,51.42%,1.0006
1062,"Diabetes_No, Gender_Female","Smoking_No, Temperature_Temp_Normal",0.2723,0.6165,61.65%,1.0006
1063,"Gender_Male, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.2264,0.7425,74.25%,1.0006
1064,Gender_Female,Diabetes_No,0.4417,0.8916,89.16%,1.0006
1065,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.3171,0.6935,69.35%,1.0006
1066,"Height_Height_160_170, Temperature_Temp_Normal",Diabetes_No,0.1375,0.8916,89.16%,1.0006
1067,"Heart Rate_HR_Normal, Height_Height_150_160","Diabetes_No, Smoking_No",0.1049,0.706,70.6%,1.0006
1068,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Diabetes_No",Temperature_Temp_Normal,0.1423,0.7789,77.89%,1.0006
1069,"Diabetes_No, Heart Rate_HR_Normal, Smoking_Yes",Temperature_Temp_Normal,0.1019,0.7789,77.89%,1.0006
1070,"Blood Type_O, Diabetes_No, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1018,0.5775,57.75%,1.0006
1071,"Blood Type_B, Diabetes_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1287,0.5775,57.75%,1.0006
1072,"Age_Age_18_22, Cholesterol_Chol_Normal, Diabetes_No",Heart Rate_HR_Normal,0.1197,0.7424,74.24%,1.0006
1073,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal","Diabetes_No, Temperature_Temp_Normal",0.254,0.6935,69.35%,1.0006
1074,Cholesterol_Chol_Normal,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.3171,0.5142,51.42%,1.0006
1075,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.3171,0.617,61.7%,1.0006
1076,Blood Pressure_BP_High,Cholesterol_Chol_Normal,0.1106,0.617,61.7%,1.0006
1077,"Age_Age_28_34, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.2128,0.8916,89.16%,1.0006
1078,"BMI_BMI_Normal, Diabetes_No, Gender_Female",Temperature_Temp_Normal,0.115,0.7788,77.88%,1.0006
1079,"BMI_BMI_Underweight, Blood Pressure_BP_Normal, Smoking_No",Diabetes_No,0.1174,0.8916,89.16%,1.0006
1080,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal",Smoking_No,0.2146,0.7921,79.21%,1.0005
1081,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Diabetes_No",Heart Rate_HR_Normal,0.1356,0.7424,74.24%,1.0005
1082,"Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.2512,0.7921,79.21%,1.0005
1083,"Age_Age_28_34, Heart Rate_HR_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1601,0.5293,52.93%,1.0005
1084,"Gender_Female, Smoking_No, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.168,0.5502,55.02%,1.0005
1085,"Age_Age_18_22, Heart Rate_HR_Normal",Smoking_No,0.1709,0.7921,79.21%,1.0005
1086,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female",Cholesterol_Chol_Normal,0.1618,0.617,61.7%,1.0005
1087,"BMI_BMI_Underweight, Gender_Male",Heart Rate_HR_Normal,0.1033,0.7424,74.24%,1.0005
1088,"Age_Age_18_22, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1499,0.7424,74.24%,1.0005
1089,"Gender_Male, Heart Rate_HR_Normal",Diabetes_No,0.3278,0.8916,89.16%,1.0005
1090,"Cholesterol_Chol_Borderline, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1667,0.7059,70.59%,1.0005
1091,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1259,0.617,61.7%,1.0005
1092,"Blood Pressure_BP_Normal, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2714,0.5775,57.75%,1.0005
1093,"Cholesterol_Chol_Normal, Gender_Male, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1671,0.8916,89.16%,1.0005
1094,"Blood Pressure_BP_Normal, Gender_Female, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1341,0.7788,77.88%,1.0005
1095,Height_Height_190_200,Smoking_No,0.1566,0.7921,79.21%,1.0005
1096,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.105,0.7788,77.88%,1.0005
1097,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Female",Temperature_Temp_Normal,0.1413,0.7788,77.88%,1.0005
1098,"Gender_Female, Temperature_Temp_Normal",Diabetes_No,0.3437,0.8916,89.16%,1.0005
1099,"Diabetes_No, Height_Height_180_190",Cholesterol_Chol_Normal,0.1085,0.617,61.7%,1.0005
1100,"BMI_BMI_Normal, Gender_Female",Temperature_Temp_Normal,0.1286,0.7788,77.88%,1.0005
1101,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1048,0.7424,74.24%,1.0005
1102,"Age_Age_23_27, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1498,0.6934,69.34%,1.0005
1103,Gender_Female,"Smoking_No, Temperature_Temp_Normal",0.3054,0.6165,61.65%,1.0005
1104,"Age_Age_28_34, Heart Rate_HR_Normal, Smoking_No",Cholesterol_Chol_Normal,0.1472,0.6169,61.69%,1.0005
1105,"Blood Pressure_BP_Elevated, Diabetes_No, Heart Rate_HR_Normal",Smoking_No,0.1039,0.792,79.2%,1.0005
1106,"BMI_BMI_Normal, Diabetes_No",Temperature_Temp_Normal,0.2312,0.7788,77.88%,1.0005
1107,"Diabetes_No, Gender_Female, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.168,0.6169,61.69%,1.0005
1108,Height_Height_150_160,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1153,0.5775,57.75%,1.0005
1109,Blood Type_AB,"Cholesterol_Chol_Normal, Diabetes_No",0.1343,0.5501,55.01%,1.0005
1110,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No","Blood Pressure_BP_Normal, Diabetes_No",0.1283,0.5292,52.92%,1.0005
1111,"Blood Type_O, Cholesterol_Chol_Normal, Heart Rate_HR_Normal",Diabetes_No,0.1018,0.8915,89.15%,1.0005
1112,"Age_Age_23_27, Gender_Male, Smoking_No",Diabetes_No,0.1016,0.8915,89.15%,1.0005
1113,Age_Age_23_27,"Diabetes_No, Temperature_Temp_Normal",0.2013,0.6934,69.34%,1.0004
1114,Age_Age_28_34,Blood Pressure_BP_Normal,0.2431,0.5945,59.45%,1.0004
1115,"Cholesterol_Chol_Borderline, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1236,0.7787,77.87%,1.0004
1116,"Cholesterol_Chol_Normal, Gender_Male","Smoking_No, Temperature_Temp_Normal",0.1874,0.6164,61.64%,1.0004
1117,"Blood Pressure_BP_Normal, Gender_Female","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1697,0.5774,57.74%,1.0004
1118,"Gender_Male, Heart Rate_HR_Normal, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1515,0.5292,52.92%,1.0004
1119,"Diabetes_No, Gender_Female, Smoking_No",Blood Pressure_BP_Normal,0.2079,0.5945,59.45%,1.0004
1120,"Age_Age_18_22, Cholesterol_Chol_Normal, Smoking_No",Diabetes_No,0.1269,0.8915,89.15%,1.0004
1121,Age_Age_18_22,Heart Rate_HR_Normal,0.2158,0.7423,74.23%,1.0004
1122,Height_Height_150_160,"Blood Pressure_BP_Normal, Diabetes_No",0.1057,0.5292,52.92%,1.0004
1123,"Blood Type_O, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1018,0.8915,89.15%,1.0004
1124,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No",Temperature_Temp_Normal,0.1811,0.7787,77.87%,1.0004
1125,"Cholesterol_Chol_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.3385,0.8915,89.15%,1.0004
1126,"Age_Age_18_22, Smoking_No",Diabetes_No,0.205,0.8915,89.15%,1.0004
1127,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Female",Smoking_No,0.1437,0.792,79.2%,1.0004
1128,Cholesterol_Chol_Normal,"Diabetes_No, Smoking_No",0.4352,0.7058,70.58%,1.0004
1129,"Diabetes_No, Smoking_No",Cholesterol_Chol_Normal,0.4352,0.6169,61.69%,1.0004
1130,"Diabetes_No, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.2512,0.6169,61.69%,1.0004
1131,"Blood Type_B, Diabetes_No, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1018,0.5774,57.74%,1.0004
1132,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male",Temperature_Temp_Normal,0.2037,0.7787,77.87%,1.0004
1133,"Cholesterol_Chol_Normal, Gender_Female","Diabetes_No, Temperature_Temp_Normal",0.2125,0.6934,69.34%,1.0004
1134,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male","Heart Rate_HR_Normal, Smoking_No",0.1064,0.588,58.8%,1.0004
1135,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.3171,0.8915,89.15%,1.0004
1136,"BMI_BMI_Normal, Blood Pressure_BP_Normal",Diabetes_No,0.1758,0.8915,89.15%,1.0004
1137,"Gender_Male, Smoking_No",Temperature_Temp_Normal,0.3049,0.7787,77.87%,1.0004
1138,"Blood Type_AB, Cholesterol_Chol_Normal",Diabetes_No,0.1343,0.8915,89.15%,1.0004
1139,Gender_Male,"Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.2595,0.5244,52.44%,1.0004
1140,"Age_Age_18_22, Smoking_No",Blood Pressure_BP_Normal,0.1367,0.5944,59.44%,1.0004
1141,"Age_Age_23_27, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1607,0.8914,89.14%,1.0004
1142,"BMI_BMI_Normal, Gender_Female, Smoking_No",Temperature_Temp_Normal,0.1015,0.7787,77.87%,1.0004
1143,Weight_Weight_60_70,Heart Rate_HR_Normal,0.122,0.7423,74.23%,1.0004
1144,Height_Height_160_170,Diabetes_No,0.1762,0.8914,89.14%,1.0004
1145,"Age_Age_18_22, Diabetes_No","Heart Rate_HR_Normal, Smoking_No",0.1525,0.588,58.8%,1.0004
1146,"Blood Pressure_BP_Normal, Blood Type_AB",Heart Rate_HR_Normal,0.1081,0.7423,74.23%,1.0004
1147,"Blood Pressure_BP_Normal, Gender_Female, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1195,0.8914,89.14%,1.0004
1148,"Gender_Female, Heart Rate_HR_Normal",Diabetes_No,0.3274,0.8914,89.14%,1.0004
1149,"Age_Age_18_22, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1499,0.7787,77.87%,1.0004
1150,"Blood Type_A, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1411,0.7423,74.23%,1.0004
1151,"Height_Height_190_200, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1036,0.6616,66.16%,1.0003
1152,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal",Smoking_No,0.1203,0.7919,79.19%,1.0003
1153,"Gender_Female, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.2265,0.6168,61.68%,1.0003
1154,"BMI_BMI_Normal, Blood Pressure_BP_Normal",Heart Rate_HR_Normal,0.1464,0.7423,74.23%,1.0003
1155,"BMI_BMI_Normal, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Cholesterol_Chol_Normal,0.1075,0.6168,61.68%,1.0003
1156,"Gender_Male, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.2595,0.7058,70.58%,1.0003
1157,"Gender_Female, Heart Rate_HR_Normal, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1697,0.5944,59.44%,1.0003
1158,"BMI_BMI_Underweight, Diabetes_No",Smoking_No,0.1981,0.7919,79.19%,1.0003
1159,Weight_Weight_80_90,"Smoking_No, Temperature_Temp_Normal",0.101,0.6164,61.64%,1.0003
1160,"Blood Pressure_BP_Normal, Diabetes_No",Heart Rate_HR_Normal,0.3927,0.7422,74.22%,1.0003
1161,Heart Rate_HR_Normal,"Blood Pressure_BP_Normal, Diabetes_No",0.3927,0.5292,52.92%,1.0003
1162,"Blood Pressure_BP_Normal, Temperature_Temp_Fever",Diabetes_No,0.1115,0.8914,89.14%,1.0003
1163,Age_Age_18_22,"Heart Rate_HR_Normal, Smoking_No",0.1709,0.588,58.8%,1.0003
1164,BMI_BMI_Obese,"Smoking_No, Temperature_Temp_Normal",0.1118,0.6163,61.63%,1.0003
1165,Cholesterol_Chol_Normal,"Diabetes_No, Heart Rate_HR_Normal",0.4079,0.6616,66.16%,1.0003
1166,"Diabetes_No, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.4079,0.6168,61.68%,1.0003
1167,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1588,0.8914,89.14%,1.0003
1168,"Cholesterol_Chol_Normal, Gender_Female, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1603,0.8914,89.14%,1.0003
1169,"BMI_BMI_Underweight, Diabetes_No",Blood Pressure_BP_Normal,0.1487,0.5944,59.44%,1.0003
1170,"Blood Pressure_BP_Normal, Diabetes_No",Temperature_Temp_Normal,0.4119,0.7786,77.86%,1.0003
1171,Temperature_Temp_Normal,"Blood Pressure_BP_Normal, Diabetes_No",0.4119,0.5292,52.92%,1.0003
1172,BMI_BMI_Underweight,"Diabetes_No, Smoking_No",0.1981,0.7057,70.57%,1.0003
1173,"Gender_Male, Heart Rate_HR_Normal, Smoking_No",Cholesterol_Chol_Normal,0.1794,0.6168,61.68%,1.0003
1174,"Gender_Male, Smoking_No",Diabetes_No,0.349,0.8914,89.14%,1.0003
1175,"Diabetes_No, Smoking_Yes",Temperature_Temp_Normal,0.1377,0.7786,77.86%,1.0003
1176,"Cholesterol_Chol_Borderline, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.125,0.5292,52.92%,1.0003
1177,"Age_Age_23_27, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1682,0.7786,77.86%,1.0003
1178,Blood Type_A,"Diabetes_No, Heart Rate_HR_Normal",0.1617,0.6615,66.15%,1.0003
1179,"Age_Age_18_22, Heart Rate_HR_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1142,0.5292,52.92%,1.0003
1180,"Blood Type_B, Diabetes_No, Temperature_Temp_Normal",Smoking_No,0.1372,0.7919,79.19%,1.0003
1181,"Diabetes_No, Gender_Female, Smoking_No",Heart Rate_HR_Normal,0.2596,0.7422,74.22%,1.0003
1182,Height_Height_180_190,Blood Pressure_BP_Normal,0.117,0.5944,59.44%,1.0003
1183,"Cholesterol_Chol_Borderline, Gender_Female",Diabetes_No,0.1337,0.8914,89.14%,1.0003
1184,Blood Pressure_BP_High,"Diabetes_No, Temperature_Temp_Normal",0.1243,0.6933,69.33%,1.0003
1185,"Gender_Female, Smoking_No, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1616,0.5291,52.91%,1.0003
1186,"Diabetes_No, Gender_Female, Smoking_No",Temperature_Temp_Normal,0.2723,0.7786,77.86%,1.0003
1187,BMI_BMI_Overweight,"Diabetes_No, Heart Rate_HR_Normal",0.1293,0.6615,66.15%,1.0003
1188,"Blood Pressure_BP_Normal, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.3057,0.7422,74.22%,1.0003
1189,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Temperature_Temp_Normal",Smoking_No,0.1616,0.7919,79.19%,1.0003
1190,"Blood Type_B, Smoking_No",Heart Rate_HR_Normal,0.1471,0.7422,74.22%,1.0003
1191,"Age_Age_23_27, Diabetes_No, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.1145,0.5944,59.44%,1.0003
1192,"Cholesterol_Chol_Normal, Gender_Male, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1394,0.6163,61.63%,1.0003
1193,"Gender_Male, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.2017,0.6615,66.15%,1.0003
1194,"Age_Age_18_22, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1677,0.7422,74.22%,1.0003
1195,Weight_Weight_90_100,Diabetes_No,0.1474,0.8913,89.13%,1.0003
1196,"Blood Pressure_BP_Normal, Gender_Female, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.1512,0.8913,89.13%,1.0002
1197,"BMI_BMI_Underweight, Smoking_No",Diabetes_No,0.1981,0.8913,89.13%,1.0002
1198,"Age_Age_18_22, Diabetes_No",Heart Rate_HR_Normal,0.1925,0.7422,74.22%,1.0002
1199,"Cholesterol_Chol_Normal, Gender_Male, Smoking_No",Temperature_Temp_Normal,0.1874,0.7786,77.86%,1.0002
1200,"BMI_BMI_Underweight, Blood Pressure_BP_Normal, Diabetes_No",Heart Rate_HR_Normal,0.1104,0.7422,74.22%,1.0002
1201,"Blood Type_B, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1158,0.5944,59.44%,1.0002
1202,"Gender_Female, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.2596,0.8913,89.13%,1.0002
1203,"Gender_Female, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.2596,0.6615,66.15%,1.0002
1204,"BMI_BMI_Normal, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1352,0.7422,74.22%,1.0002
1205,"Blood Pressure_BP_Normal, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.3057,0.7786,77.86%,1.0002
1206,"Heart Rate_HR_Normal, Height_Height_160_170, Temperature_Temp_Normal",Diabetes_No,0.1032,0.8913,89.13%,1.0002
1207,"Age_Age_28_34, Cholesterol_Chol_Normal","Diabetes_No, Temperature_Temp_Normal",0.1748,0.6933,69.33%,1.0002
1208,BMI_BMI_Normal,"Cholesterol_Chol_Normal, Diabetes_No",0.1827,0.55,55.0%,1.0002
1209,"Cholesterol_Chol_Borderline, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1236,0.7918,79.18%,1.0002
1210,"Cholesterol_Chol_Normal, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.2512,0.6615,66.15%,1.0002
1211,"Heart Rate_HR_Normal, Height_Height_160_170, Smoking_No",Diabetes_No,0.1051,0.8913,89.13%,1.0002
1212,"Diabetes_No, Gender_Female",Smoking_No,0.3498,0.7918,79.18%,1.0002
1213,Heart Rate_HR_Normal,Diabetes_No,0.6614,0.8913,89.13%,1.0002
1214,Diabetes_No,Heart Rate_HR_Normal,0.6614,0.7422,74.22%,1.0002
1215,"Gender_Female, Smoking_No",Heart Rate_HR_Normal,0.2913,0.7422,74.22%,1.0002
1216,Heart Rate_HR_High,Smoking_No,0.1767,0.7918,79.18%,1.0002
1217,"Diabetes_No, Height_Height_190_200, Temperature_Temp_Normal",Smoking_No,0.1085,0.7918,79.18%,1.0002
1218,"Blood Type_AB, Diabetes_No",Heart Rate_HR_Normal,0.1616,0.7422,74.22%,1.0002
1219,Gender_Female,"Heart Rate_HR_Normal, Smoking_No",0.2913,0.5879,58.79%,1.0002
1220,Smoking_No,"Diabetes_No, Temperature_Temp_Normal",0.5488,0.6932,69.32%,1.0002
1221,"Diabetes_No, Temperature_Temp_Normal",Smoking_No,0.5488,0.7918,79.18%,1.0002
1222,Temperature_Temp_Normal,"Cholesterol_Chol_Normal, Diabetes_No",0.4281,0.55,55.0%,1.0002
1223,"Cholesterol_Chol_Normal, Diabetes_No",Temperature_Temp_Normal,0.4281,0.7786,77.86%,1.0002
1224,"Gender_Female, Heart Rate_HR_Normal, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1761,0.6168,61.68%,1.0002
1225,"Diabetes_No, Heart Rate_HR_High",Smoking_No,0.1573,0.7918,79.18%,1.0002
1226,"Cholesterol_Chol_Normal, Gender_Female, Heart Rate_HR_Normal",Diabetes_No,0.2019,0.8913,89.13%,1.0002
1227,"Blood Pressure_BP_Normal, Gender_Female, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1341,0.6163,61.63%,1.0002
1228,"BMI_BMI_Overweight, Blood Pressure_BP_Normal",Diabetes_No,0.1041,0.8913,89.13%,1.0002
1229,"Gender_Male, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.2863,0.7786,77.86%,1.0002
1230,Blood Type_A,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1411,0.5773,57.73%,1.0002
1231,"Blood Pressure_BP_Normal, Blood Type_A","Diabetes_No, Smoking_No",0.1017,0.7057,70.57%,1.0002
1232,"Diabetes_No, Heart Rate_HR_High",Cholesterol_Chol_Normal,0.1226,0.6168,61.68%,1.0002
1233,"Diabetes_No, Weight_Weight_70_80",Smoking_No,0.1169,0.7918,79.18%,1.0002
1234,"Blood Type_A, Smoking_No",Cholesterol_Chol_Normal,0.12,0.6168,61.68%,1.0002
1235,"BMI_BMI_Obese, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1046,0.7422,74.22%,1.0002
1236,"Gender_Female, Smoking_No",Diabetes_No,0.3498,0.8913,89.13%,1.0002
1237,"Heart Rate_HR_Normal, Smoking_Yes","Diabetes_No, Temperature_Temp_Normal",0.1019,0.6932,69.32%,1.0002
1238,"Diabetes_No, Gender_Female, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.2019,0.6168,61.68%,1.0002
1239,"Blood Pressure_BP_Normal, Gender_Male","Diabetes_No, Heart Rate_HR_Normal",0.1948,0.6615,66.15%,1.0002
1240,"Gender_Female, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.2016,0.5489,54.89%,1.0002
1241,"Temperature_Temp_Normal, Weight_Weight_90_100",Diabetes_No,0.115,0.8913,89.13%,1.0002
1242,"BMI_BMI_Underweight, Cholesterol_Chol_Normal, Smoking_No",Diabetes_No,0.1227,0.8913,89.13%,1.0002
1243,"Cholesterol_Chol_Normal, Gender_Male, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.1394,0.5879,58.79%,1.0002
1244,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.168,0.8913,89.13%,1.0002
1245,"Age_Age_23_27, Cholesterol_Chol_Normal, Smoking_No",Temperature_Temp_Normal,0.1104,0.7785,77.85%,1.0002
1246,BMI_BMI_Underweight,Smoking_No,0.2223,0.7918,79.18%,1.0002
1247,"Age_Age_28_34, Smoking_No",Cholesterol_Chol_Normal,0.1987,0.6167,61.67%,1.0002
1248,"Blood Type_A, Smoking_No",Temperature_Temp_Normal,0.1514,0.7785,77.85%,1.0001
1249,"Blood Type_B, Cholesterol_Chol_Normal",Diabetes_No,0.1375,0.8912,89.12%,1.0001
1250,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.3385,0.6167,61.67%,1.0001
1251,Cholesterol_Chol_Normal,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.3385,0.5489,54.89%,1.0001
1252,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1024,0.8912,89.12%,1.0001
1253,"Blood Pressure_BP_Elevated, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.1086,0.7785,77.85%,1.0001
1254,"BMI_BMI_Normal, Cholesterol_Chol_Normal",Blood Pressure_BP_Normal,0.1215,0.5943,59.43%,1.0001
1255,"Cholesterol_Chol_Normal, Gender_Female",Diabetes_No,0.2732,0.8912,89.12%,1.0001
1256,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female","Smoking_No, Temperature_Temp_Normal",0.1616,0.6162,61.62%,1.0001
1257,"Blood Pressure_BP_Normal, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.2855,0.6167,61.67%,1.0001
1258,Blood Pressure_BP_Normal,"Diabetes_No, Temperature_Temp_Normal",0.4119,0.6932,69.32%,1.0001
1259,"Diabetes_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.4119,0.5943,59.43%,1.0001
